policy_vs_random,n_pairs,delta_cycle_time_days,delta_cycle_time_days_ci95,delta_completed_cases,delta_completed_cases_ci95,delta_activity_switch_rate,delta_activity_switch_rate_ci95,delta_time_to_decision_days,delta_time_to_decision_days_ci95
piled,4,0.0687901282759088,0.07079776859912013,-6.75,12.074787316825727,-0.08536989125379302,0.014551212495678579,0.07036004758358645,0.06020117788027577
kbatch5,4,1.8567484186426053,0.16016952216348657,-195.5,69.89920505600344,-0.06117225740907245,0.020905956660712287,1.6367709716878018,0.10880176185740889
