policy,seed,excluded_resources,effective_capacity,effective_roster_seed,arrival_model,atomic_duration_scale,atomic_activity_mode,drl_assignments,drl_postponements,unpermitted_activities,still_queued_at_end,missing_resource_starts,automatic_atomic_transitions,assigned_atomic_starts,max_resource_occupation,arrivals,completed_cases,completion_share,completed_within_arrival_window,completion_within_arrival_window_share,cycle_time_days,p95_cycle_days,occupation,fairness,w_occupation,w_fairness,time_to_first_offer_days,first_offer_reach_share,time_to_decision_days,decision_reach_share,case_handover_rate,activity_switch_rate,rolling_workload_std,w_activity_switch_rate,w_rolling_workload_std,w_event_share,ao_event_share,w_busy_share,ao_busy_share,median_sessions_per_work_item,max_sessions_per_work_item,max_session_guard_reached,max_session_guard_forced_completions,withdrawals,rare_shortened_work_items,rare_personal_loan_work_items,resources_evaluated,zero_availability_resources,busy_outside_availability_hours
krm0.5,4000003,,1,4000045,mdn,0.0,automatic,0,0,0,0,0,32132,0,0.1325,2203,2203,1.0,796,0.3613254652746255,20.74708211465278,38.35488219737037,0.010063762622209347,0.01276566326530612,0.010063762622209347,0.01276566326530612,1.646644087979176,1.0,14.500058300145126,0.7099409895596913,0.651455709271113,0.07922182109907741,0.025619012876811946,0.07922182109907741,0.025619012876811946,0.22231923927994737,0.7776807607200527,0.9999999999999998,0.0,1.0,10,0,0,297,0,0,140,3,30.568554123611115
krm0.5,4000004,,1,4000046,mdn,0.0,automatic,0,0,0,0,0,29943,0,0.1183,2077,2077,1.0,695,0.33461723639865193,21.27018346127208,40.197077053071745,0.009362721273672006,0.011716592498410682,0.009362721273672006,0.011716592498410682,1.6129530614084486,1.0,14.30190640440647,0.7279730380356283,0.6496490108487556,0.09350816852966466,0.03102518701794,0.09350816852966466,0.03102518701794,0.22500063920636137,0.7749993607936386,1.0,0.0,1.0,15,0,0,259,0,0,143,0,51.27351059861113
krm1,4000001,,1,4000043,mdn,0.0,automatic,0,0,0,0,0,30567,0,0.1804,2081,2081,1.0,682,0.3277270543008169,21.123870720076496,39.056016915914356,0.011924902802146049,0.01440934693877551,0.011924902802146049,0.01440934693877551,1.6433059491103368,1.0,14.659492070593718,0.699663623258049,0.6664485165794066,0.10253054101221641,0.034677844426882855,0.10253054101221641,0.034677844426882855,0.2252549039256457,0.7747450960743543,1.0,0.0,1.0,11,0,0,234,0,0,140,3,136.02022996000002
krm1,4000002,,1,4000044,mdn,0.0,automatic,0,0,0,0,0,31293,0,0.1501,2150,2150,1.0,729,0.33906976744186046,20.925701117854423,38.91686899138368,0.014031822456165027,0.01754526530612245,0.014031822456165027,0.01754526530612245,1.53385905407226,1.0,14.043068956098448,0.7120930232558139,0.6373650107991361,0.0979381443298969,0.02843773799575608,0.0979381443298969,0.02843773799575608,0.22039198306002855,0.7796080169399714,1.0,0.0,1.0,11,0,0,278,0,0,140,3,40.141222361666685
krm1,4000003,,1,4000045,mdn,0.0,automatic,0,0,0,0,0,32132,0,0.1325,2203,2203,1.0,796,0.3613254652746255,20.74708211465278,38.35488219737037,0.010064480074615962,0.012757091836734692,0.010064480074615962,0.012757091836734692,1.646644087979176,1.0,14.500058300145126,0.7099409895596913,0.652281643609333,0.07922182109907741,0.025614442717556394,0.07922182109907741,0.025614442717556394,0.22231923927994737,0.7776807607200527,0.9999999999999998,0.0,1.0,10,0,0,297,0,0,140,3,30.568554123611115
krm1,4000004,,1,4000046,mdn,0.0,automatic,0,0,0,0,0,29943,0,0.1183,2077,2077,1.0,695,0.33461723639865193,21.27018346127208,40.197077053071745,0.009362721273672006,0.011716592498410682,0.009362721273672006,0.011716592498410682,1.6129530614084486,1.0,14.30190640440647,0.7279730380356283,0.6496490108487556,0.09350816852966466,0.03102518701794,0.09350816852966466,0.03102518701794,0.22500063920636137,0.7749993607936386,1.0,0.0,1.0,15,0,0,259,0,0,143,0,51.27351059861113
krm2,4000001,,1,4000043,mdn,0.0,automatic,0,0,0,0,0,30567,0,0.1804,2081,2081,1.0,682,0.3277270543008169,21.1238704830303,39.056016915914356,0.011919995787222715,0.014396948979591834,0.011919995787222715,0.014396948979591834,1.6433158939119092,1.0,14.659495300567718,0.699663623258049,0.6642670157068062,0.10231239092495636,0.03467859461769269,0.10231239092495636,0.03467859461769269,0.2252549039256457,0.7747450960743543,1.0,0.0,1.0,11,0,0,234,0,0,140,3,136.02022996000002
krm2,4000002,,1,4000044,mdn,0.0,automatic,0,0,0,0,0,31293,0,0.1501,2150,2150,1.0,729,0.33906976744186046,20.925701117854423,38.91686899138368,0.014030798675910847,0.017544204081632656,0.014030798675910847,0.017544204081632656,1.53385905407226,1.0,14.043068956098448,0.7120930232558139,0.6369330453563715,0.0979381443298969,0.028442571602373068,0.0979381443298969,0.028442571602373068,0.22039198306002855,0.7796080169399714,1.0,0.0,1.0,11,0,0,278,0,0,140,3,40.141222361666685
krm2,4000003,,1,4000045,mdn,0.0,automatic,0,0,0,0,0,32132,0,0.1325,2203,2203,1.0,796,0.3613254652746255,20.74708211465278,38.35488219737037,0.010065725621973996,0.01276784693877551,0.010065725621973996,0.01276784693877551,1.646644087979176,1.0,14.500058300145126,0.7099409895596913,0.652281643609333,0.07922182109907741,0.025616704101961537,0.07922182109907741,0.025616704101961537,0.22231923927994737,0.7776807607200527,0.9999999999999998,0.0,1.0,10,0,0,297,0,0,140,3,30.568554123611115
krm2,4000004,,1,4000046,mdn,0.0,automatic,0,0,0,0,0,29943,0,0.1183,2077,2077,1.0,695,0.33461723639865193,21.27018346127208,40.197077053071745,0.009362721273672006,0.011716592498410682,0.009362721273672006,0.011716592498410682,1.6129530614084486,1.0,14.30190640440647,0.7279730380356283,0.6496490108487556,0.09350816852966466,0.03102518701794,0.09350816852966466,0.03102518701794,0.22500063920636137,0.7749993607936386,1.0,0.0,1.0,15,0,0,259,0,0,143,0,51.27351059861113
