policy,n_replications,cycle_time_days,cycle_time_days_ci95,p95_cycle_days,p95_cycle_days_ci95,occupation,occupation_ci95,fairness,fairness_ci95,w_occupation,w_occupation_ci95,w_fairness,w_fairness_ci95,completed_cases,completed_cases_ci95,completion_share,completion_share_ci95,time_to_first_offer_days,time_to_first_offer_days_ci95,first_offer_reach_share,first_offer_reach_share_ci95,time_to_decision_days,time_to_decision_days_ci95,decision_reach_share,decision_reach_share_ci95,case_handover_rate,case_handover_rate_ci95,activity_switch_rate,activity_switch_rate_ci95,rolling_workload_std,rolling_workload_std_ci95,w_activity_switch_rate,w_activity_switch_rate_ci95,w_rolling_workload_std,w_rolling_workload_std_ci95,w_event_share,w_event_share_ci95,ao_event_share,ao_event_share_ci95,w_busy_share,w_busy_share_ci95,ao_busy_share,ao_busy_share_ci95,median_sessions_per_work_item,median_sessions_per_work_item_ci95,max_sessions_per_work_item,max_sessions_per_work_item_ci95,max_session_guard_reached,max_session_guard_reached_ci95,max_session_guard_forced_completions,max_session_guard_forced_completions_ci95,withdrawals,withdrawals_ci95,rare_shortened_work_items,rare_shortened_work_items_ci95,rare_personal_loan_work_items,rare_personal_loan_work_items_ci95,horizon_days
random,4,0.6242676571954026,0.2744991527689711,2.2979996460973666,0.7274842106812371,0.3553746125621484,0.0489851838555485,0.2534679967724635,0.0348724983833351,0.034685787262255,0.0108262714017744,0.031946907565781,0.0096591029085966,359.75,31.94027900168966,0.5793576220023035,0.0269338836809639,0.1322966821929032,0.0589290504455662,0.8998574411379375,0.0162041724507572,0.4008745263734495,0.2267287248106043,0.4453791510877543,0.0195440463567879,0.8088701450815492,0.0344093382357325,0.7690580444781461,0.0260897318392287,0.079063616131895,0.0036149252932052,0.1368802514013236,0.0196857701931529,0.0150834795013861,0.0085043243049751,0.1794624073107075,0.009939672108357,0.8205375926892925,0.009939672108357,0.1070499794672549,0.0283101753729038,0.8929500205327451,0.0283101753729038,1.0,0.0,6.0,1.299228263625111,0.0,0.0,0.0,0.0,15.75,4.751517739986459,0.0,0.0,0.0,0.0,10
piled,4,0.6638303968844035,0.3416552107978575,2.342828513929832,0.8140869304886641,0.3533047592056368,0.041105164059313,0.2535271733857432,0.032669093933911,0.0355064557735305,0.0109479567497339,0.0333462849841171,0.0118072216174416,357.25,29.694543405541484,0.5754931973053201,0.031879392479262,0.1317422739106127,0.0564349621772906,0.9002561652208722,0.0168745291358574,0.4444210320778533,0.287557755694353,0.4434509144172813,0.0227440874548378,0.8075123663940089,0.0287785354431698,0.7046333004939611,0.0543699318822097,0.078261674626921,0.0041009703876709,0.1358161485701151,0.0164616080510992,0.0146331228966743,0.0084927715165969,0.178383781418481,0.0098928641662534,0.8216162185815189,0.0098928641662534,0.1071224767870783,0.0291019696706092,0.8928775232129216,0.0291019696706092,1.0,0.0,6.0,1.299228263625111,0.0,0.0,0.0,0.0,16.25,2.717530883796015,0.0,0.0,0.0,0.0,10
kbatch5,4,1.0382960643079393,0.7159748025277597,2.8944173731265908,1.0070338488855295,0.3416112790974533,0.0450314638399246,0.2589139043266579,0.0262876737029517,0.0328917609061888,0.0138130669447047,0.0377662153696341,0.0177232077237772,332.0,27.46877052596343,0.5355138908851067,0.0572448191641243,0.3825368032869437,0.277853193521367,0.8377761691013186,0.0306789207267736,0.7958739038839986,0.6636683827830295,0.4244921515516949,0.0425020754936317,0.8025093276246795,0.1088136686818794,0.7095267622657301,0.0311643224357531,0.0758814676003554,0.0097688512186289,0.0932767601656839,0.0378066387774732,0.015582089175265,0.009962138505381,0.1730617073991359,0.0192407117503333,0.826938292600864,0.0192407117503333,0.1001802183460269,0.0312598387680892,0.899819781653973,0.0312598387680892,1.0,0.0,5.75,2.0022452253359253,0.0,0.0,0.0,0.0,59.75,34.55495352404654,0.0,0.0,0.0,0.0,10
random,4,1.1504205359122606,0.2053513774910599,4.146258274943867,0.8192595109694215,0.3650715809059294,0.0245088514027975,0.2680688517112087,0.0134424273776171,0.0401098047510317,0.0062871569268164,0.0373682298988299,0.0054087481163015,1427.0,104.59392735228964,0.6901896244796083,0.022132271692841,0.1490531716278349,0.0101789054292302,0.972708680940282,0.0025346593883003,0.5676028736265567,0.1286867553292715,0.5103455834114408,0.0127229274899634,0.8146433723529092,0.0120570443154011,0.7386940000623923,0.015098208436744,0.1007907174118292,0.0050789596865599,0.131483883769767,0.0104896222428558,0.0233369857484876,0.0074193823650061,0.1879764621429387,0.0024645398014062,0.8120235378570613,0.0024645398014063,0.119249945477788,0.0118713543660734,0.880750054522212,0.0118713543660734,1.0,0.0,10.25,2.717530883796015,0.0,0.0,0.0,0.0,53.25,24.319352913496445,0.0,0.0,0.0,0.0,30
piled,4,1.2192106641881693,0.2567038433245252,4.258164145249555,0.8397908375512477,0.3632724003144114,0.0252611695332067,0.2689534718168094,0.0085252722605731,0.0405761112449637,0.0070248885101893,0.038352647331481,0.0067190729709246,1420.25,106.83239667552655,0.6869424573935025,0.0264440642983839,0.1487459873351028,0.009234515279507,0.9720989963779508,0.0018270131368196,0.6379629212101431,0.1654006245077005,0.5084057300160343,0.0133987410617657,0.8187262349984108,0.0109585121001209,0.6533241088085993,0.0276439186623808,0.0998826892432923,0.0058341989805315,0.1253276321622125,0.0126141392439219,0.0231381573112635,0.0073758846836515,0.187655279894162,0.0020345525309329,0.812344720105838,0.0020345525309329,0.1213216867524096,0.0108583924492533,0.8786783132475903,0.0108583924492534,1.0,0.0,10.25,2.717530883796015,0.0,0.0,0.0,0.0,52.5,19.336253229155176,0.0,0.0,0.0,0.0,30
kbatch5,4,3.0071689545548654,0.1757095201144847,8.247449331908413,0.7910370003170877,0.3391124092844653,0.0215381365251529,0.2456480193229572,0.0096568170200366,0.0356021810487126,0.006710799248309,0.038490626911417,0.0065390978733122,1231.5,63.60249849748091,0.5962231397927876,0.0418978743390255,0.9187798179743856,0.081641052300648,0.9375915142363204,0.0302205872302966,2.2043738453143584,0.1212304370205919,0.4569846630473728,0.0335055973699934,0.8741427132204751,0.0296825171378525,0.6775217426533199,0.008794313760781,0.0908361981328894,0.0053673643544467,0.0870287747742016,0.0112238572084671,0.0223114684995943,0.0062228585533167,0.1751653783317874,0.0023730245244535,0.8248346216682125,0.0023730245244535,0.1121883663822373,0.0151069973589797,0.8878116336177625,0.0151069973589796,1.0,0.0,10.25,3.528307858930696,0.0,0.0,0.0,0.0,364.5,71.1675926250668,0.0,0.0,0.0,0.0,30
random,4,1.4984557509634704,0.0590193076330127,5.493626445801354,0.3702396684270657,0.3716083852403012,0.0162142622393072,0.2695770939763573,0.0073541176734101,0.0411609863298861,0.0015724522553034,0.0369890311368507,0.0016179776308963,3052.75,152.4387074100877,0.6980975662911617,0.0107864437727694,0.1630983575020422,0.0109589897476143,0.9752624334694748,0.0028830592471166,0.6873134623361468,0.0701418948271132,0.5069503977782368,0.0116891809047486,0.8153840892544865,0.0070069250216959,0.7246452617842749,0.0067056177844083,0.1072930667654433,0.0043172374302822,0.1216420264927681,0.0079764303399835,0.0244379106326744,0.0061058607671067,0.1915751143810025,0.002237797183158,0.8084248856189975,0.002237797183158,0.1182953350167731,0.0037852239764904,0.8817046649832267,0.0037852239764905,1.0,0.0,11.0,2.2503293632281833,0.0,0.0,0.0,0.0,130.0,19.40161539829912,0.0,0.0,0.0,0.0,60
piled,4,1.589754106217602,0.0611097032991742,5.623133402020247,0.3535183339219803,0.3702229756553885,0.0188836506406056,0.2707543407000998,0.0089599661685631,0.0410252992094186,0.0030583074171092,0.0371936965681019,0.0029957191956271,3032.25,129.54794537585474,0.6934623007572556,0.0063979062235113,0.1629656438172743,0.0104171118389099,0.9752032412822684,0.0024398131487876,0.7749447238386747,0.0774454706870843,0.5033881130533524,0.0074687588721872,0.819873296956745,0.0049431418356965,0.6265063405410729,0.0167844471077948,0.1069115353712024,0.0042108742850552,0.1177751860782654,0.009912549295298,0.0246086907353229,0.005403113822164,0.1912495684454681,0.0018602914155292,0.808750431554532,0.0018602914155293,0.1193946987939843,0.0056203671827811,0.8806053012060157,0.0056203671827811,1.0,0.0,11.0,2.2503293632281833,0.0,0.0,0.0,0.0,127.5,18.62478949266211,0.0,0.0,0.0,0.0,60
kbatch5,4,6.741137726812754,2.0434291456356637,17.79822962159925,3.441857974225353,0.3290268073882568,0.0162681328227534,0.2420493472387943,0.0112842938180242,0.0304024971655108,0.0037738854249718,0.0329306886938162,0.0043100382665931,2563.5,88.23759232109182,0.5866760904289049,0.0380639317020129,2.2218653041174674,0.947573723458828,0.9060277360380368,0.0121254852050983,5.448923718657032,2.401171342761359,0.4553636790501291,0.0190726388076071,0.899301292424717,0.0124849552224539,0.6687356148028232,0.0075859785636367,0.0927701818916562,0.0097173687678442,0.086583517123599,0.0140108714647211,0.0203307471394458,0.0033928209166706,0.1700543110606103,0.0088727854585604,0.8299456889393897,0.0088727854585604,0.1033889053812601,0.0050364384782642,0.8966110946187398,0.0050364384782642,1.0,0.0,10.75,2.0022452253359253,0.0,0.0,0.0,0.0,1133.25,192.44537701636608,0.0,0.0,0.0,0.0,60
