activity_switch_rate,ao_busy_share,ao_event_share,arrival_model,arrivals,assigned_atomic_starts,atomic_activity_mode,atomic_duration_scale,automatic_atomic_transitions,busy_outside_availability_hours,case_handover_rate,completed_cases,completion_share,cycle_time_days,decision_reach_share,drl_assignments,drl_postponements,effective_capacity,effective_roster_seed,excluded_resources,fairness,first_offer_reach_share,max_resource_occupation,max_session_guard_forced_completions,max_session_guard_reached,max_sessions_per_work_item,median_sessions_per_work_item,missing_resource_starts,occupation,p95_cycle_days,policy,rare_personal_loan_work_items,rare_shortened_work_items,resources_evaluated,rolling_workload_std,seed,still_queued_at_end,time_to_decision_days,time_to_first_offer_days,unpermitted_activities,w_activity_switch_rate,w_busy_share,w_event_share,w_fairness,w_occupation,w_rolling_workload_std,withdrawals,zero_availability_resources
0.10188302780895374,0.0,0.809870188003581,mdn,4199,0,automatic,0.0,53710,119.63939495666668,0.5880156804181444,3281,0.7813765182186235,0.8042245839662387,0.5708502024291497,0,0,1,4000046,,0.05433800527922985,0.9840438199571326,0.5864,0,0,10,1.0,0,0.040208637169366394,3.0122778028356483,kbatch1,0,0,139,0.03001697673693937,4000004,15,0.18964755159718358,8.149614758120898e-05,0,0.10188302780895374,1.0,0.19012981199641898,0.05433800527922985,0.040208637169366394,0.03001697673693937,698,4
0.07028913260219342,0.0,0.811628059297426,mdn,4348,0,automatic,0.0,55198,160.0955991977778,0.7668782458165032,3287,0.7559797608095676,0.7721506609555635,0.5413983440662373,0,0,1,4000043,,0.057779338842975196,0.9924103035878565,0.3861,0,0,11,1.0,0,0.044864274406456836,3.7128165678634204,kbatch5,0,0,132,0.03364438227732221,4000001,19,0.18687050102846514,9.118212452523497e-05,0,0.07028913260219342,1.0000000000000002,0.18837194070257407,0.057779338842975196,0.044864274406456836,0.03364438227732221,775,11
0.06905615292712067,0.0,0.8073184965309549,mdn,4309,0,automatic,0.0,55443,69.96110038111112,0.7686218064051817,3296,0.7649106521234625,0.7422452338001976,0.5442097934555581,0,0,1,4000044,,0.052569111329641316,0.9937340450220469,0.3408,0,0,11,1.0,0,0.041195876941138826,3.757027626941551,kbatch5,0,0,139,0.02677234379600902,4000002,25,0.17811669111799136,8.815335325144446e-05,0,0.06905615292712067,1.0,0.19268150346904517,0.052569111329641316,0.041195876941138826,0.02677234379600902,785,4
0.06361806797853309,0.0,0.807652031073543,mdn,4541,0,automatic,0.0,58397,89.07823559611111,0.7940886699507389,3510,0.7729574983483815,0.7859339536490352,0.5560449240255451,0,0,1,4000045,,0.05580129204722655,0.9942743889011231,0.3716,0,0,12,1.0,0,0.04513622956816209,3.9441978160381757,kbatch5,0,0,134,0.026885076001186867,4000003,27,0.1702931987233498,8.756260927566547e-05,0,0.06361806797853309,0.9999999999999999,0.192347968926457,0.05580129204722655,0.04513622956816209,0.026885076001186867,811,9
0.08104070708328147,0.0,0.8099084344524679,mdn,4199,0,automatic,0.0,53832,101.50470257944443,0.7622874229116053,3266,0.7778042391045487,0.7701474097445236,0.5668016194331984,0,0,1,4000046,,0.05068454013767404,0.9933317456537271,0.3685,0,0,10,1.0,0,0.038200127135277734,3.1766741253848374,kbatch5,0,0,139,0.02597978574642853,4000004,17,0.15460095353050596,7.909345292284912e-05,0,0.08104070708328147,1.0,0.1900915655475322,0.05068454013767404,0.038200127135277734,0.02597978574642853,751,4
0.06189579409918393,0.0,0.812537695197541,mdn,4348,0,automatic,0.0,55340,192.02797496444447,0.8045665634674922,3298,0.7585096596136155,0.8223228732912624,0.5443882244710212,0,0,1,4000043,,0.052367148760330585,0.9958601655933763,0.2895,0,0,11,1.0,0,0.04430022364320307,3.9740354183749966,kbatch10,0,0,132,0.03321476211836929,4000001,21,0.18506865590995109,9.319660143753741e-05,0,0.06189579409918393,1.0,0.187462304802459,0.052367148760330585,0.04430022364320307,0.03321476211836929,815,11
0.06004090963782938,0.0,0.8080776749453578,mdn,4309,0,automatic,0.0,55426,54.27135005277779,0.8082788671023965,3294,0.7644465073102809,0.7813869929032898,0.5446739382687399,0,0,1,4000044,,0.05123246208788365,0.9932699002088652,0.3053,0,0,11,1.0,0,0.04311210541623837,3.8534858505260416,kbatch10,0,0,139,0.024556468776431577,4000002,27,0.166752767567102,8.748153116076065e-05,0,0.06004090963782938,1.0,0.19192232505464224,0.05123246208788365,0.04311210541623837,0.024556468776431577,805,4
0.05540042443873562,0.0,0.8078648162285964,mdn,4541,0,automatic,0.0,58652,102.34069445972222,0.8257948213700426,3528,0.7769213829552962,0.8308073245021278,0.559348161197974,0,0,1,4000045,,0.05059679215860993,0.9971371944505616,0.2727,0,0,12,1.0,0,0.0445446840864997,4.09912148112615,kbatch10,0,0,134,0.025777846558140624,4000003,22,0.16496587393795564,8.383789052019943e-05,0,0.05540042443873562,1.0,0.19213518377140365,0.05059679215860993,0.0445446840864997,0.025777846558140624,838,9
0.06450803212851405,0.0,0.8106531275747656,mdn,4199,0,automatic,0.0,54037,75.77823002055555,0.8090669676448458,3285,0.7823291259823768,0.8249674881328992,0.5715646582519648,0,0,1,4000046,,0.0480671807877439,0.9969040247678018,0.3449,0,0,10,1.0,0,0.03876822925573674,3.3546396674398062,kbatch10,0,0,139,0.024810852078677,4000004,19,0.16323675993662712,8.259099826803632e-05,0,0.06450803212851405,1.0000000000000002,0.18934687242523437,0.0480671807877439,0.03876822925573674,0.024810852078677,823,4
0.0971061871897324,0.0,0.8091602487602755,mdn,4348,0,automatic,0.0,54036,191.74120152611118,0.5563218390804597,3174,0.7299908003679852,0.7019514602039721,0.5223091076356946,0,0,1,4000043,,0.05497809917355372,0.9776908923643054,0.5552,0,0,11,1.0,0,0.04129542711462735,3.182731347679976,krm0.5,0,0,132,0.03491711217930502,4000001,10,0.14890850415358406,0.00011160892765155477,0,0.0971061871897324,1.0,0.19083975123972455,0.05497809917355372,0.04129542711462735,0.03491711217930502,307,11
0.09158272548338543,0.0,0.8035146000690867,mdn,4309,0,automatic,0.0,54108,72.1791189463889,0.5431944196029332,3162,0.7338129496402878,0.6871674572382509,0.5182176839173822,0,0,1,4000044,,0.05371886548315306,0.9735437456486423,0.5182,0,0,11,1.0,0,0.038880187192463916,3.4564952212401603,krm0.5,0,0,139,0.02884408193971652,4000002,17,0.13684819320761493,9.89223911209332e-05,0,0.09158272548338543,1.0,0.19648539993091335,0.05371886548315306,0.038880187192463916,0.02884408193971652,314,4
0.0779050736497545,0.0,0.8048310527785535,mdn,4541,0,automatic,0.0,57056,89.65867625138888,0.5735923608824498,3384,0.745210306099978,0.7132083606781435,0.5364457168024664,0,0,1,4000045,,0.06192437068389396,0.9799603611539308,0.5671,0,0,12,1.0,0,0.046453784757720835,3.7773021610763755,krm0.5,0,0,134,0.02908226855985739,4000003,17,0.12331469718102879,9.692156598522679e-05,0,0.0779050736497545,1.0,0.19516894722144654,0.06192437068389396,0.046453784757720835,0.02908226855985739,317,9
0.095900439238653,0.0,0.8074015030744706,mdn,4199,0,automatic,0.0,52633,116.32556908111114,0.5221971407072987,3159,0.7523219814241486,0.6813782942506309,0.5482257680400096,0,0,1,4000046,,0.05128532684643652,0.9749940462014766,0.5565,0,0,10,1.0,0,0.0367488738376779,2.748370856937499,krm0.5,0,0,139,0.02966897686588174,4000004,12,0.12302795736286079,7.938696489272921e-05,0,0.095900439238653,1.0000000000000002,0.1925984969255295,0.05128532684643652,0.0367488738376779,0.02966897686588174,340,4
